Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
JAGUAR XE,2,4,SemiAuto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,small car,1,32,42,36,7,No,284
JAGUAR XE,2,4,SemiAuto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,small car,1,32,42,36,7,No,284
JAGUAR XF,2,4,SemiAuto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,midsize car,1,31,42,35,7,No,289
JAGUAR XF,2,4,SemiAuto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,midsize car,1,31,42,35,7,No,289
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small car,3,31,48,37,7,Yes,294
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small car,3,31,48,37,7,Yes,294
JAGUAR XE,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,small car,1,30,40,34,7,No,299
JAGUAR XE,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,small car,1,30,40,34,7,No,299
JAGUAR XF,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,midsize car,1,30,40,34,7,No,299
JAGUAR XF,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,midsize car,1,30,40,34,7,No,299
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,midsize car,3,30,45,35,6,No,310
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,midsize car,3,30,45,35,6,No,310
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,321
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,321
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,321
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,321
MAZDA CX-5 2WD,2.2,4,SemiAuto-6,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KTKXT02.2GEA,small SUV,1,28,31,29,5,No,348
MAZDA CX-5 2WD,2.2,4,SemiAuto-6,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KTKXT02.2GEA,small SUV,1,28,31,29,5,No,348
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,small SUV,1,26,33,29,5,No,352
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,small SUV,1,26,33,29,5,No,352
MAZDA CX-5 4WD,2.2,4,SemiAuto-6,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KTKXT02.2GEA,small SUV,1,27,30,28,5,No,365
MAZDA CX-5 4WD,2.2,4,SemiAuto-6,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KTKXT02.2GEA,small SUV,1,27,30,28,5,No,365
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXJ02.0STY,small SUV,1,26,30,28,5,No,369
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXJ02.0STY,small SUV,1,26,30,28,5,No,369
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0352,pickup,3,23,33,27,5,No,383
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0352,pickup,3,23,33,27,5,No,383
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LGMXT03.0352,pickup,1,23,33,27,5,No,383
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LGMXT03.0352,pickup,1,23,33,27,5,No,383
RAM 1500 HFE,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,pickup,1,23,33,26,5,No,384
RAM 1500 HFE,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,pickup,1,23,33,26,5,No,384
RAM 1500 HFE,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,pickup,1,23,33,26,5,No,384
RAM 1500 HFE,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,pickup,1,23,33,26,5,No,384
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0352,pickup,3,23,31,26,5,No,387
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0352,pickup,3,23,31,26,5,No,387
RAM 1500,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
GMC Sierra,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0352,pickup,3,23,30,26,5,No,392
GMC Sierra,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0352,pickup,3,23,30,26,5,No,392
GMC Sierra,3,6,Auto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LGMXT03.0352,pickup,1,23,30,26,5,No,392
GMC Sierra,3,6,Auto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LGMXT03.0352,pickup,1,23,30,26,5,No,392
GMC Sierra,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0352,pickup,3,23,30,26,5,No,394
GMC Sierra,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0352,pickup,3,23,30,26,5,No,394
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,PGMXT03.0354,pickup,5,24,29,26,5,No,396
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,PGMXT03.0354,pickup,5,24,29,26,5,No,396
GMC Sierra,3,6,Auto-10,2WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,PGMXT03.0354,pickup,5,24,29,26,5,No,396
GMC Sierra,3,6,Auto-10,2WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,PGMXT03.0354,pickup,5,24,29,26,5,No,396
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LGMXT03.0352,pickup,1,23,29,25,4,No,405
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LGMXT03.0352,pickup,1,23,29,25,4,No,405
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,PCRXT03.05PW,small SUV,1,22,29,25,5,No,411
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,PCRXT03.05PW,small SUV,1,22,29,25,5,No,411
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,small SUV,1,22,29,25,5,No,411
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,small SUV,1,22,29,25,5,No,411
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,small SUV,1,22,29,25,4,No,411
JEEP Wrangler EcoDiesel,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,small SUV,1,22,29,25,4,No,411
JEEP Wrangler Unlimited,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,small SUV,1,22,29,25,4,No,411
JEEP Wrangler Unlimited,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,small SUV,1,22,29,25,4,No,411
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KFMXT03.03DZ,pickup,1,22,30,25,4,No,412
FORD F150,3,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KFMXT03.03DZ,pickup,1,22,30,25,4,No,412
LAND ROVER Range Rover SVA,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover SVA,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,PCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,PCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,29,24,4,No,420
FORD F150,3,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,29,24,4,No,420
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,28,24,4,No,421
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,28,24,4,No,421
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,PGMXT03.0354,pickup,5,22,27,24,4,No,423
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,PGMXT03.0354,pickup,5,22,27,24,4,No,423
GMC Sierra,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,PGMXT03.0354,pickup,5,22,27,24,4,No,423
GMC Sierra,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,PGMXT03.0354,pickup,5,22,27,24,4,No,423
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,PCRXT03.05PW,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,PCRXT03.05PW,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,pickup,1,22,28,24,4,No,423
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
FORD F150,3,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KFMXT03.03DZ,pickup,1,22,28,24,4,No,424
FORD F150,3,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KFMXT03.03DZ,pickup,1,22,28,24,4,No,424
FORD F150 XL/XLT,3,6,SemiAuto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,KFMXT03.03DZ,pickup,1,21,28,24,4,No,424
FORD F150 XL/XLT,3,6,SemiAuto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KFMXT03.03DZ,pickup,1,21,28,24,4,No,424
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,PGMXT03.0354,pickup,5,22,27,24,4,No,425
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,PGMXT03.0354,pickup,5,22,27,24,4,No,425
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,21,28,24,4,No,425
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,21,28,24,4,No,425
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
GMC Sierra,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
GMC Sierra,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
GMC Sierra,3,6,Auto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LGMXT03.0351,pickup,1,22,26,24,4,No,427
GMC Sierra,3,6,Auto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LGMXT03.0351,pickup,1,22,26,24,4,No,427
GMC Sierra AT4,3,6,Auto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LGMXT03.0351,pickup,1,22,26,24,4,No,427
GMC Sierra AT4,3,6,Auto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LGMXT03.0351,pickup,1,22,26,24,4,No,427
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,28,24,4,No,428
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,28,24,4,No,428
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra AT4,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra AT4,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
FORD F150 XL/XLT,3,6,SemiAuto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,430
FORD F150 XL/XLT,3,6,SemiAuto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,430
JEEP Grand Cherokee,3,6,Auto-8,4WD,Diesel,CA,L2,California LEV-II LEV,KCRXT03.05PV,standard SUV,1,21,28,24,4,No,432
JEEP Grand Cherokee,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,KCRXT03.05PV,standard SUV,1,21,28,24,4,No,432
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,LGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,LGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,LGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,LGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXT02.8358,pickup,3,20,30,23,4,No,435
JEEP Gladiator Rubic EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,PCRXT03.05PW,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubic EcoDiesel 4X4,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,PCRXT03.05PW,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubic EcoDiesel 4x4,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,NCRXT03.05PW,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubic EcoDiesel 4x4,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,NCRXT03.05PW,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubicon EcoDiesel,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,MCRXT03.05PW,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubicon EcoDiesel,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,MCRXT03.05PW,pickup,1,21,27,24,4,No,436
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
GMC Yukon,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
GMC Yukon,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
GMC Yukon XL,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
GMC Yukon XL,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
GMC Yukon,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
GMC Yukon,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
